Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt
1,3,307,2,2,2,1,1,1,2,1,1,50,41326,0,1
2,19,266,2,3,3,1,1,1,1,1,1,0,41326,0,4
2,4,266,2,1,2,1,2,2,2,1,1,5,41326,0,1
1,24,178,1,5,1,2,1,1,2,1,1,0,41401,0,3
2,1,250,1,1,1,2,2,2,3,1,1,0,41401,0,3
2,3,266,1,5,2,1,1,2,2,1,2,0,41401,0,5
1,66,100,2,1,2,1,2,1,2,1,1,300,41330,0,1
1,3,307,2,1,2,1,2,2,2,1,2,0,41324,0,3
2,1,265,2,6,2,2,2,2,3,1,1,0,41326,0,1
2,0,266,1,1,2,1,2,2,2,1,1,0,41401,0,10
1,41,307,2,2,2,1,1,1,1,1,1,80,41326,0,4
1,2,141,3,1,2,2,2,2,2,1,6,0,41326,0,1
2,2,303,3,1,2,1,2,2,2,1,2,0,41332,0,2
2,5,266,3,1,2,2,1,1,2,1,5,0,41326,0,17
1,18,75,1,2,1,1,1,1,1,1,1,0,41401,0,1
2,1,241,2,4,2,3,3,3,3,1,1,0,41326,0,3
2,3,265,1,1,2,2,2,2,2,1,1,0,41326,0,15
1,16,307,1,2,2,2,3,3,3,1,1,0,41335,0,1
1,12,307,2,5,2,2,2,2,1,1,1,0,41336,0,5
2,4,265,1,3,1,2,2,1,2,1,1,0,41326,0,6
1,72,307,2,1,1,2,1,1,1,1,1,0,41326,0,2
1,1,307,2,1,2,1,2,2,2,1,1,0,41326,0,1
2,12,283,2,2,2,1,1,1,1,1,1,50,41401,0,4
1,4,307,2,1,2,1,1,1,2,1,1,0,41326,0,3
1,3,129,2,1,1,2,3,1,2,1,1,0,41326,0,1
2,1,266,1,1,2,1,3,3,3,1,1,0,41326,0,4
1,48,307,1,1,2,1,1,1,3,1,1,0,41326,0,3
1,12,307,1,1,2,1,2,1,2,1,1,0,41326,0,7
1,3,307,2,2,2,1,2,1,2,1,1,0,41330,0,1
2,3,266,3,1,2,1,1,1,2,1,3,0,41326,0,16
1,10,307,1,1,2,2,2,2,2,1,1,0,41326,0,2
2,36,251,2,2,2,1,1,1,1,1,1,250,41330,0,1
1,84,179,1,1,2,3,1,1,2,1,1,0,41326,0,2
1,1,307,2,1,2,1,2,2,2,1,5,10,41401,0,5
2,2,264,3,1,2,3,3,3,3,1,2,0,41401,0,3
1,2,307,2,5,2,1,2,1,2,2,1,0,41401,0,1
2,1,265,3,1,1,2,2,2,2,1,3,0,41332,0,5
1,12,307,1,1,2,1,3,3,2,1,1,0,41326,0,1
2,2,266,2,6,2,1,2,2,2,1,1,100,41326,0,5
1,3,307,2,2,2,1,2,2,2,1,1,50,41401,0,2
2,9,266,2,6,2,1,2,3,3,1,1,0,41401,0,3
1,4,307,2,2,3,2,3,3,2,1,1,0,41326,0,2
2,4,266,1,1,1,1,2,2,2,1,1,0,41326,0,10
1,3,307,2,1,2,1,1,1,2,1,1,0,41401,0,2
1,3,307,1,1,2,1,1,1,2,1,1,0,41326,0,2
1,2,307,1,1,2,1,2,1,2,1,1,0,41401,0,3
2,1,266,2,1,2,1,2,2,2,1,1,0,41326,0,1
1,12,307,2,2,1,1,1,1,1,1,1,0,41326,0,2
1,3,307,1,1,2,1,2,1,2,1,2,0,41326,3,8
1,36,78,2,1,2,1,1,1,1,1,1,0,41326,0,5
1,24,128,2,2,1,2,1,1,1,1,1,0,41326,0,4
1,48,173,1,2,3,1,1,1,1,1,1,350,41326,0,5
1,6,102,2,1,1,1,2,2,2,1,1,0,41401,0,5
1,7,205,1,2,2,1,1,1,3,1,1,0,41326,0,8
1,15,78,2,1,3,1,1,1,2,1,1,0,41326,0,4
2,17,265,1,1,2,2,1,1,1,1,1,0,41326,0,4
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,0
1,2,307,1,1,3,1,2,2,2,1,1,0,41326,0,3
1,8,218,2,2,2,1,1,1,1,1,1,0,41326,0,1
1,1,189,2,1,2,1,1,1,2,1,1,0,41401,0,3
1,1,307,3,1,2,2,2,1,2,1,4,0,41401,0,5
1,5,307,2,4,2,1,1,1,3,1,1,0,41401,0,5
2,14,266,1,2,2,1,1,1,1,1,1,0,41401,0,2
1,1,307,2,1,2,1,2,2,2,1,1,0,41401,0,1
1,48,195,2,6,1,2,1,1,1,1,1,300,41401,0,0
2,2,266,2,1,1,1,2,2,2,1,1,0,41401,0,1
1,72,141,2,5,3,2,1,1,1,1,1,700,41326,0,6
1,12,307,3,1,2,1,3,3,3,2,3,0,41401,0,1
2,5,303,3,1,1,1,1,1,2,1,4,0,41326,0,8
1,1,307,2,5,2,1,2,2,2,1,1,0,41327,0,1
2,12,292,1,2,2,1,1,1,1,1,1,0,41327,0,1
2,3,266,2,1,2,2,2,2,2,1,1,0,41326,1,4
1,12,307,1,2,2,2,2,1,1,1,1,0,41336,0,2
1,2,307,1,2,2,3,1,1,2,1,1,0,41326,0,1
1,12,119,1,4,2,1,1,1,1,1,1,0,41326,0,2
2,6,265,2,1,2,2,2,1,2,1,1,70,41336,0,6
2,2,266,2,6,1,2,2,2,2,1,1,0,41401,0,1
2,4,266,2,1,2,2,1,2,2,1,1,0,41326,0,4
1,6,307,1,2,1,1,1,1,2,1,1,0,41326,0,3
2,12,266,2,2,2,1,2,2,2,1,1,0,41401,0,3
2,3,265,2,6,2,2,1,1,2,1,1,0,41401,0,8
2,3,265,3,4,1,2,2,2,2,1,4,0,41326,0,6
1,5,307,1,1,2,1,1,1,2,1,1,0,41326,0,1
2,24,266,2,1,2,1,2,2,2,1,2,0,41330,0,0
2,2,266,1,1,2,1,2,2,2,2,1,0,41326,0,4
2,2,264,2,6,2,3,1,1,2,1,2,0,41401,0,5
1,36,26,2,1,3,2,3,3,3,1,1,0,41326,0,1
2,14,264,2,1,3,3,1,1,1,1,1,100,41326,0,5
1,48,307,2,3,2,3,1,1,1,1,1,0,41326,0,1
1,2,307,2,5,2,1,2,2,2,1,1,150,41326,0,5
1,33,69,2,5,2,2,1,1,1,1,1,300,41401,0,0
2,2,266,2,1,1,2,3,3,3,1,1,0,41326,0,1
1,1,189,1,1,2,2,2,1,2,1,2,0,41326,0,4
1,2,307,2,1,3,1,3,3,2,1,1,0,41326,0,2
2,2,265,1,1,1,2,2,1,3,1,1,0,41336,0,1
1,2,307,2,5,2,1,2,2,2,1,1,0,41326,0,3
2,4,292,2,2,1,1,1,1,2,1,1,400,41401,0,4
1,2,307,1,2,2,1,2,1,2,1,1,0,41326,0,3
1,61,122,2,2,3,3,1,1,1,1,1,0,41326,0,2
1,2,307,1,2,2,1,2,1,2,1,1,0,41326,0,3
1,84,205,2,5,2,1,1,1,1,1,1,0,41326,0,1
2,2,265,2,2,1,3,2,2,2,1,1,0,41401,0,0
1,2,24,3,1,2,2,2,2,2,1,6,0,41401,0,1
1,1,307,2,1,2,1,2,2,2,1,3,0,41326,0,20
1,12,20,1,1,2,1,1,1,1,1,1,0,41336,0,2
1,36,109,2,2,2,2,1,1,1,1,1,0,41326,0,23
1,73,189,1,1,3,2,1,1,2,1,1,0,41326,0,1
2,15,266,1,3,3,1,1,1,1,1,1,0,41326,0,6
1,4,307,1,1,2,1,2,2,2,1,1,0,41401,0,1
1,24,109,2,3,2,2,1,1,2,1,1,0,41326,0,2
1,4,307,1,1,2,2,1,1,2,1,1,0,41327,0,5
2,3,266,1,7,1,1,2,2,2,1,1,0,41401,0,2
2,3,299,2,1,1,1,2,2,2,1,1,0,41326,0,14
2,2,285,3,5,2,2,1,1,1,1,2,150,41401,4,24
1,3,307,1,3,3,1,1,1,2,1,2,0,41326,0,9
1,6,307,2,1,3,2,1,1,1,1,1,0,41330,1,6
2,8,264,1,3,3,1,2,1,2,1,1,50,41326,0,5
1,1,307,1,1,2,2,2,2,2,1,1,0,41327,0,1
1,1,307,2,1,2,2,2,2,2,1,1,0,41326,0,11
2,6,266,3,1,2,1,2,2,3,1,6,0,41326,0,5
1,2,307,2,2,2,1,3,3,3,2,1,0,41326,0,3
1,30,307,1,1,2,1,3,3,3,3,1,0,41326,0,6
1,6,307,2,1,2,2,2,1,2,1,1,0,41326,1,4
1,2,307,3,2,2,1,3,3,3,1,4,0,41326,1,4
1,36,307,2,2,1,3,1,3,2,1,1,0,41401,0,1
2,12,285,2,2,3,3,1,1,2,1,1,250,41326,0,1
1,27,20,1,1,2,1,1,1,1,1,1,0,41326,0,5
2,9,264,1,5,2,3,1,1,1,1,1,200,41330,0,20
2,18,265,3,2,2,2,2,2,2,1,4,0,41335,0,2
2,1,299,1,1,2,1,2,1,2,1,1,0,41326,0,4
1,1,307,2,1,2,2,2,2,2,1,2,0,41336,0,4
2,4,266,1,1,1,1,1,1,2,1,1,0,41401,0,5
1,3,307,2,1,1,2,1,1,1,1,1,0,41330,1,5
2,5,265,2,2,2,2,1,1,2,1,1,0,41326,0,3
1,4,307,2,5,1,1,1,1,3,1,1,0,41401,0,5
2,2,266,2,2,2,1,2,2,2,1,1,10,41326,0,4
1,8,128,2,2,2,1,1,1,1,1,1,0,41401,0,8
2,2,265,3,1,2,2,2,1,3,1,9,0,41326,0,5
1,2,307,3,1,2,1,2,2,2,1,2,0,41326,0,4
1,2,307,2,1,2,2,3,3,3,1,4,0,41324,0,4
2,2,300,2,1,1,2,3,3,3,1,1,0,41336,0,3
1,1,307,3,2,2,1,1,1,1,1,3,0,41326,0,5
2,5,266,1,4,2,1,2,1,2,1,1,0,41401,0,8
1,48,307,1,1,1,2,1,3,1,2,1,0,41326,0,1
2,24,264,1,7,3,3,2,2,2,1,1,0,41326,0,2
1,22,109,1,3,3,3,1,1,2,1,1,0,41326,0,1
1,84,49,2,7,2,1,1,1,1,1,1,0,41326,0,1
1,2,307,1,2,2,1,1,1,2,1,1,0,41326,0,4
2,12,264,2,1,2,3,3,3,3,1,1,0,41401,0,1
2,2,266,2,1,1,1,2,2,2,1,1,0,41330,0,5
2,3,266,1,1,2,1,2,1,2,1,1,0,41326,0,2
2,4,266,2,1,1,1,2,2,2,1,1,0,41401,0,5
1,2,307,1,1,2,1,1,1,2,1,1,0,41326,0,1
1,3,141,1,1,2,1,1,1,2,1,1,270,41326,0,4
1,1,307,2,1,2,1,2,1,2,1,1,0,41326,0,3
1,24,307,1,1,2,2,1,1,2,1,1,100,41336,0,2
2,6,283,2,2,1,1,1,1,1,1,1,200,41326,0,4
2,4,266,1,1,1,1,2,2,2,1,1,0,41326,0,3
2,39,285,2,6,3,3,3,3,3,1,1,0,41401,0,2
2,1,266,2,2,2,1,3,3,2,1,1,0,41326,0,3
1,2,307,1,3,2,2,1,1,2,1,1,0,41326,0,1
2,36,292,2,1,2,1,2,1,2,1,1,0,41327,0,1
2,4,266,1,1,2,1,1,1,2,1,1,10,41326,0,6
1,4,307,3,1,2,2,2,2,2,1,10,0,41326,0,6
1,2,307,2,1,2,1,2,1,2,1,1,0,41326,0,3
1,3,103,2,1,2,2,2,1,2,1,1,200,41326,0,2
2,3,266,2,4,1,1,1,1,1,1,1,0,41401,0,1
2,1,243,2,1,1,1,2,2,2,1,1,0,41401,0,1
2,2,266,1,2,2,1,1,1,2,1,1,0,41326,0,5
1,8,307,1,3,1,2,1,1,1,1,1,0,41326,0,2
1,1,307,3,1,3,2,2,2,2,1,3,0,41326,0,3
1,2,307,2,2,3,2,2,1,2,2,1,0,41326,0,2
2,3,265,2,2,2,2,2,2,2,1,3,0,41326,0,1
1,1,307,1,6,2,1,2,2,2,1,1,0,41326,0,11
1,2,307,3,1,2,2,1,1,2,1,5,0,41326,4,22
1,36,76,1,1,3,1,1,1,2,1,1,0,41326,0,1
1,84,109,2,3,2,3,1,1,2,1,1,0,41327,0,2
2,7,265,2,5,3,2,2,2,2,1,1,0,41326,0,4
2,10,266,2,1,2,1,3,3,2,1,1,0,41326,0,1
1,2,307,1,1,2,1,2,1,2,1,1,0,41326,0,2
1,24,307,1,5,2,2,3,3,1,1,20,0,41332,0,1
2,14,265,2,1,2,2,2,2,2,1,1,0,41332,0,2
2,4,254,2,1,2,1,2,2,2,1,1,0,41326,0,1
1,1,307,3,1,2,1,3,3,2,1,9,0,41326,0,3
1,4,307,2,1,2,1,2,2,2,1,3,0,41401,0,0
2,8,273,2,6,2,1,2,2,2,1,1,0,41326,0,3
1,2,307,1,1,2,1,1,1,2,1,1,0,41326,0,1
1,4,307,1,1,2,2,1,1,2,1,1,0,41326,0,10
1,36,213,2,7,2,2,1,1,1,1,1,0,41401,0,2
1,1,307,1,1,2,1,1,1,2,1,1,0,41326,0,5
2,7,266,1,6,2,1,3,3,2,1,1,0,41361,0,1
1,2,307,2,1,2,2,2,2,2,1,1,0,41326,0,1
1,2,218,3,1,2,1,2,1,2,1,8,0,41326,0,9
1,12,307,2,5,2,2,1,1,1,1,1,0,41330,3,11
1,6,60,2,2,1,1,1,1,2,1,1,500,41401,0,1
2,5,266,1,7,1,1,2,2,2,1,1,0,41401,0,3
1,2,307,2,1,2,1,1,1,2,1,1,0,41326,0,13
2,12,241,3,1,2,1,3,3,3,1,6,0,41330,0,3
2,24,292,1,1,4,2,1,1,2,1,1,0,41326,0,4
1,1,307,1,1,2,1,2,2,2,1,1,0,41330,0,1
1,12,307,3,2,2,2,3,3,3,1,4,0,41401,0,5
2,2,265,1,1,2,2,2,1,2,1,1,0,41326,1,2
2,2,266,1,1,2,1,2,1,2,1,1,0,41401,0,8
1,1,307,2,2,1,1,2,2,2,1,1,0,41326,0,2
1,48,307,2,7,3,2,1,1,1,1,1,250,41401,0,3
1,36,307,1,1,3,1,3,3,3,1,4,0,41327,0,4
1,1,307,3,1,2,2,2,2,2,2,2,0,41330,0,6
2,1,265,2,1,2,2,2,1,2,1,1,0,41326,0,5
1,1,307,3,1,2,1,2,2,2,1,6,0,41326,0,4
2,3,265,3,1,1,2,2,2,3,1,2,150,41330,0,1
2,1,266,3,2,1,1,2,2,2,1,3,0,41326,0,3
1,3,307,1,2,2,2,3,3,3,1,1,0,41326,0,5
2,2,265,2,3,1,1,1,1,2,1,1,0,41326,0,2
2,2,265,2,1,2,2,2,2,2,1,3,0,41332,0,5
2,2,265,2,1,3,2,2,1,3,1,1,40,41326,0,4
1,12,307,2,3,2,2,2,2,2,2,1,0,41401,0,5
2,12,266,2,4,2,1,1,1,1,1,1,100,41326,0,3
1,72,179,1,2,1,2,1,1,1,1,1,200,41326,0,2
1,24,307,2,2,2,2,3,3,3,1,2,0,41327,0,4
2,24,266,3,2,3,1,2,1,2,1,4,0,41326,0,5
1,3,307,2,2,2,1,2,1,2,1,1,0,41401,0,10
2,6,299,3,6,1,1,2,1,2,1,2,0,41336,0,1
2,4,266,1,2,1,1,2,2,2,1,1,30,41401,0,3
1,7,307,1,1,2,2,2,2,2,1,1,0,41326,0,0
2,3,25,2,6,1,1,2,1,2,1,1,0,41401,0,2
1,3,307,2,7,2,2,2,2,2,1,1,0,41326,1,30
1,2,307,2,3,2,2,2,2,2,2,1,0,41336,1,1
1,2,307,2,5,2,2,2,1,2,1,1,0,41327,0,3
1,2,307,2,1,2,1,2,1,2,1,1,0,41401,0,4
1,10,307,2,2,1,1,1,1,3,1,1,0,41326,0,5
2,18,266,2,6,2,1,1,1,1,1,1,0,41326,0,2
1,1,307,3,2,3,2,2,2,2,1,2,0,41326,0,4
1,1,307,1,1,2,1,3,3,2,1,1,0,41326,0,1
2,6,266,2,4,2,1,2,2,2,1,1,20,41361,0,1
2,2,266,1,4,1,1,2,2,2,1,1,0,41326,0,1
1,6,307,2,2,2,1,1,1,1,1,1,48,41326,0,1
2,3,266,2,4,2,1,2,1,1,1,1,0,41326,0,4
1,2,307,2,2,2,2,1,1,3,1,2,0,41324,0,1
2,3,265,1,1,2,2,2,2,2,1,1,0,41326,0,5
2,2,266,1,2,2,1,2,1,2,1,1,0,41336,0,3
1,2,307,2,1,2,2,2,2,2,1,1,0,41326,0,1
1,19,307,1,1,2,1,1,1,2,1,1,0,41326,0,3
1,12,307,3,1,2,2,1,1,1,1,4,0,41326,0,4
2,1,266,2,1,2,1,2,1,2,1,1,0,41326,0,2
1,1,307,1,2,2,2,2,2,2,1,1,0,41327,0,3
2,1,265,1,7,2,2,2,2,2,1,1,0,41326,0,3
2,5,299,1,1,2,1,1,1,2,1,1,50,41326,0,1
2,7,266,2,1,2,1,1,1,2,1,1,0,41401,0,4
2,5,266,1,1,1,1,2,2,2,1,2,0,41401,0,0
1,12,69,2,2,2,3,1,1,2,1,1,0,41326,0,2
2,3,266,1,1,2,2,2,2,2,1,1,0,41332,0,3
2,7,266,1,1,2,1,3,3,2,1,1,0,41401,0,5
1,3,26,1,1,2,1,1,1,3,1,1,0,41326,0,2
1,3,119,1,1,2,3,1,1,2,1,1,250,41326,0,7
2,7,266,2,1,2,1,3,1,3,1,1,0,41401,0,10
1,9,307,2,2,2,1,1,1,1,1,1,0,41326,0,9
2,5,264,2,1,1,3,2,2,2,1,1,0,41326,0,2
2,4,266,2,1,1,1,2,2,2,1,1,0,41401,0,5
2,12,295,3,2,2,2,1,1,1,1,2,0,41336,0,5
1,1,307,1,1,2,2,1,1,2,1,1,0,41401,0,1
1,2,307,1,2,2,1,2,1,2,1,1,0,41401,0,4
1,2,307,3,1,2,2,2,2,2,1,4,1,41326,0,5
1,8,307,2,2,2,1,1,1,1,1,1,0,41326,0,4
2,24,285,2,4,2,3,2,1,1,1,1,50,41326,0,2
1,2,307,1,1,3,1,3,3,2,1,1,0,41326,0,2
2,4,266,1,4,1,1,2,2,2,2,1,0,41401,0,3
1,2,307,1,1,2,1,2,1,2,1,1,50,41327,0,3
1,2,39,1,1,2,1,1,1,2,1,2,0,41326,0,8
1,12,307,1,2,2,1,2,1,2,1,1,250,41401,0,1
1,2,307,3,2,2,1,2,1,2,1,2,0,41326,0,4
1,1,307,1,2,2,1,2,1,2,1,1,0,41325,0,3
1,0,307,3,7,1,1,2,2,2,1,4,0,41326,0,1
2,24,266,1,1,2,1,1,1,1,1,1,0,41326,0,8
2,6,265,3,1,2,2,2,1,2,1,4,0,41326,0,5
2,5,243,2,3,2,1,1,1,3,1,1,0,41327,0,5
1,2,141,1,3,2,1,2,1,2,1,1,0,41326,0,0
2,1,266,3,1,2,1,2,2,2,1,4,0,41401,0,1
1,12,307,3,1,2,2,3,3,3,1,4,0,41401,0,1
1,3,307,1,2,2,2,2,1,2,1,1,0,41326,0,5
1,24,109,2,4,2,2,2,2,1,1,1,300,41336,0,2
1,2,307,3,1,2,1,2,2,2,1,4,0,41326,0,9
1,1,307,2,2,2,1,2,2,2,1,1,0,41330,0,1
2,2,265,2,6,2,1,2,2,2,1,1,0,41326,0,5
2,1,266,3,1,3,1,2,2,2,1,3,0,41326,0,3
1,3,307,2,2,2,1,1,1,2,1,1,0,41401,0,7
1,1,307,1,1,2,1,2,2,2,1,1,50,41326,0,6
1,5,307,1,1,2,1,1,1,2,1,1,0,41327,0,1
1,2,307,1,1,2,1,1,1,2,1,2,0,41401,0,3
1,4,307,1,2,2,2,1,1,2,2,1,0,41327,0,8
2,1,266,1,3,1,1,3,3,3,1,1,0,41326,0,1
1,4,307,2,7,2,1,1,1,2,1,1,0,41326,0,1
2,1,303,2,1,2,1,2,2,2,1,1,0,41326,0,5
1,13,152,2,3,1,1,1,1,1,1,1,0,41326,0,6
1,10,307,2,2,2,1,1,1,2,1,1,0,41326,0,2
1,72,213,2,1,2,2,3,3,1,1,1,0,41326,0,2
2,1,266,1,3,2,1,2,2,2,1,1,50,41326,0,8
1,12,307,2,2,2,2,1,1,1,1,1,0,41326,0,2
1,1,307,2,1,2,1,2,2,2,1,1,0,41332,0,5
1,36,20,1,1,2,1,1,1,1,1,1,0,41401,0,2
2,12,266,2,2,1,1,2,1,1,1,1,0,41401,0,2
1,6,307,1,1,2,1,3,3,3,1,1,0,41401,0,2
2,1,265,2,2,2,2,2,2,2,1,1,0,41336,0,2
1,4,307,2,2,2,1,1,1,2,1,2,0,41326,0,13
1,1,307,2,1,2,2,2,2,2,1,2,0,41326,0,2
1,60,213,1,3,2,2,1,1,2,1,1,0,41401,0,5
1,1,307,2,1,2,1,2,2,2,1,1,0,41326,0,2
1,24,31,1,1,2,3,1,1,2,1,1,0,41326,0,0
2,36,285,2,1,2,3,2,2,1,1,1,200,41326,0,2
2,2,265,3,1,1,2,1,1,2,1,2,200,41326,0,11
2,2,266,2,1,2,1,1,1,2,1,1,80,41401,0,2
2,3,266,3,1,3,1,3,3,3,1,3,0,41326,0,3
1,24,128,1,2,2,1,1,3,2,1,1,1,41326,0,1
1,12,179,1,2,1,2,1,1,2,1,1,300,41326,0,5
1,2,307,2,2,2,1,3,3,3,1,3,0,41401,0,0
2,1,265,2,7,1,2,2,2,2,1,1,0,41326,0,3
2,36,266,2,6,2,1,1,1,2,1,1,0,41401,0,4
1,3,141,2,1,2,1,1,1,2,1,2,0,41326,0,5
1,2,307,1,2,1,1,2,2,2,1,1,0,41326,0,1
1,2,307,2,2,2,1,1,1,2,1,1,0,41326,0,5
1,1,128,1,2,2,2,3,3,3,1,1,0,41336,2,11
2,3,265,1,1,2,2,2,1,2,1,1,0,41401,0,2
2,6,266,2,1,2,1,1,1,1,1,1,0,41326,0,4
1,96,307,2,2,2,2,1,1,1,1,1,0,41401,0,3
1,72,103,2,1,3,2,2,1,3,2,1,0,41326,0,2
1,2,307,2,1,1,2,2,1,2,1,1,0,41326,0,1
2,2,266,1,1,3,1,2,2,2,1,4,0,41326,0,3
2,5,266,2,6,1,1,1,1,2,1,2,0,41327,0,6
1,2,307,1,2,2,1,2,1,2,1,1,0,41327,0,2
2,6,283,1,1,2,1,1,1,1,1,1,0,41326,0,6
1,3,307,1,1,2,1,2,2,2,1,2,0,41401,0,5
2,3,266,2,3,2,1,2,2,2,1,1,10,41361,0,5
2,5,265,2,6,2,2,1,1,3,1,1,0,41401,0,1
2,2,265,2,1,2,2,2,1,2,1,1,0,41326,0,3
1,3,307,2,1,2,1,2,2,2,1,1,0,41326,1,13
1,2,307,3,1,3,1,1,1,3,1,2,0,41401,0,1
1,2,307,2,7,2,2,1,1,2,1,1,0,41326,0,1
1,1,307,2,2,2,1,2,2,2,1,1,0,41401,0,1
1,12,307,2,5,2,1,2,2,1,1,1,0,41326,0,8
2,2,247,1,6,1,2,2,1,2,1,1,0,41326,0,5
1,3,307,1,3,2,1,2,2,2,1,1,0,41330,0,5
1,2,307,1,2,2,1,2,2,2,1,1,0,41327,0,8
2,12,266,2,1,2,1,2,1,2,1,7,0,41330,0,5
1,18,69,1,3,2,3,1,1,2,1,1,300,41326,0,3
1,48,307,2,2,2,2,1,1,1,1,1,0,41324,0,2
2,6,265,1,2,1,3,2,2,2,1,1,0,41326,0,3
2,3,265,1,4,2,2,1,1,2,1,1,0,41326,0,3
1,1,307,3,2,2,2,2,1,2,1,2,0,41401,0,3
1,15,109,2,3,3,3,2,2,3,1,1,0,41326,0,1
1,4,307,2,2,2,1,1,1,2,1,2,0,41326,0,8
1,15,307,2,1,2,1,1,1,1,1,1,0,41401,0,4
1,4,307,2,2,2,2,2,1,2,1,1,0,41401,0,7
1,24,20,1,1,2,1,1,1,2,1,1,300,41326,0,1
1,84,179,1,1,1,2,1,1,1,1,1,0,41326,0,5
2,5,294,2,1,1,1,1,1,1,1,1,0,41326,0,3
1,12,307,2,2,2,1,1,1,1,1,1,0,41326,0,2
2,24,254,3,1,2,1,2,1,2,1,2,0,41401,0,7
2,7,265,1,2,2,2,2,2,2,1,2,0,41326,0,4
2,6,289,2,6,2,2,2,1,2,1,1,150,41326,0,3
2,3,264,1,6,2,3,2,2,2,1,2,0,41401,0,5
2,4,266,1,1,2,1,2,2,2,1,1,0,41342,1,5
2,2,264,1,4,2,1,2,1,2,1,1,100,41326,0,4
1,3,307,1,1,2,1,2,2,2,1,1,0,41326,0,1
1,3,109,1,2,3,2,3,3,2,1,1,0,41326,0,1
2,36,205,1,2,2,3,3,3,2,1,1,0,41336,0,2
1,3,307,2,1,2,2,2,1,2,1,2,0,41326,0,1
1,15,307,1,2,2,1,1,1,1,1,1,0,41326,1,1
2,18,266,1,2,1,1,3,1,3,1,1,0,41401,0,6
1,2,307,1,2,2,1,1,1,2,1,1,0,41401,0,3
2,6,266,2,1,1,2,1,1,1,1,4,30,41326,0,4
1,3,307,2,1,3,1,3,1,3,1,2,0,41326,0,1
2,3,299,3,2,2,1,2,2,2,1,3,0,41326,0,5
1,0,307,3,1,2,2,2,2,2,1,7,0,41401,0,1
2,212,266,3,1,1,1,1,1,3,1,3,0,41401,0,3
2,12,266,2,2,2,1,1,1,2,1,1,0,41335,0,3
2,2,266,1,6,1,1,2,1,2,1,1,0,41401,0,1
2,62,301,2,2,3,2,1,1,1,1,1,0,41401,0,4
1,36,103,2,1,3,2,1,1,1,1,1,0,41401,0,5
2,3,299,3,2,1,2,2,2,2,1,2,0,41401,0,2
2,2,265,2,6,1,2,2,2,2,1,1,0,41326,0,1
1,3,307,2,2,2,1,1,1,2,1,1,0,41326,0,10
2,3,266,1,3,2,1,2,1,2,1,1,0,41326,0,5
2,1,266,2,1,1,1,2,2,2,1,1,0,41326,0,4
2,2,266,3,2,1,1,2,2,2,1,4,0,41336,0,4
2,12,266,1,4,3,2,2,2,2,1,1,0,41401,0,3
1,4,307,2,2,1,1,1,1,3,1,1,0,41401,0,4
1,60,307,1,1,2,2,1,1,2,1,1,0,41336,0,2
1,8,307,1,1,2,2,1,1,1,1,1,0,41401,0,5
2,12,265,1,6,2,2,1,1,2,1,1,0,41326,0,3
1,2,307,3,2,2,1,3,1,2,1,5,0,41401,0,1
1,5,307,2,1,3,1,1,1,2,1,1,0,41401,0,1
2,2,277,1,6,2,2,1,1,2,1,1,0,41326,0,4
2,3,266,3,1,1,1,2,2,2,1,3,0,41326,0,5
2,4,241,1,1,1,1,2,2,3,1,1,0,41336,0,1
1,24,307,3,1,2,2,1,1,1,1,3,0,41401,0,5
2,6,266,1,1,2,1,1,1,2,1,1,0,41326,0,4
2,2,264,1,1,1,3,2,2,2,1,1,250,41326,0,3
2,2,266,1,1,3,1,2,2,2,1,3,0,41401,0,5
2,12,266,1,3,2,1,2,2,3,1,1,0,41401,0,2
1,1,307,1,2,2,1,2,2,2,1,2,0,41326,0,2
2,2,254,3,2,2,1,3,1,3,1,4,0,41327,0,2
1,1,307,2,2,2,2,2,2,2,1,1,0,41401,0,11
2,2,285,2,1,2,2,2,1,2,1,1,150,41326,0,6
1,9,103,1,1,3,1,1,1,1,1,1,300,41401,0,1
1,18,307,2,5,2,2,1,1,1,1,1,200,41326,0,3
2,12,265,1,7,2,2,2,2,2,1,1,0,41326,0,1
1,3,307,1,2,2,1,2,2,2,1,2,0,41326,0,6
1,48,69,1,2,2,2,1,1,2,1,1,200,41326,0,0
1,1,307,1,2,2,1,2,2,2,1,1,0,41332,0,1
1,36,205,2,2,1,3,1,1,1,1,1,0,41330,0,1
2,8,264,1,4,2,3,2,1,2,1,1,0,41326,0,5
2,2,266,1,3,1,1,2,1,2,1,2,0,41401,0,3
2,3,266,1,2,1,1,2,2,2,1,1,0,41326,0,3
2,12,266,2,1,2,2,1,2,1,1,1,0,41324,0,5
2,1,265,3,1,1,1,2,2,2,1,2,0,41326,0,6
1,2,307,2,2,2,2,1,1,2,1,1,80,41327,0,1
2,2,266,1,1,2,1,2,2,2,1,1,0,41401,0,1
2,14,266,2,1,2,1,1,1,1,1,1,0,41336,0,9
2,2,265,3,5,2,2,2,2,2,1,5,0,41326,0,1
2,1,265,1,1,1,2,2,2,2,1,6,0,41326,0,1
2,7,266,2,1,1,1,1,1,1,1,1,0,41401,0,4
2,24,266,3,1,3,1,2,2,2,1,5,0,41326,0,5
