Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,PhotoAmt,AdoptionSpeed
2,36,299,2,2,2,1,1,1,1,1,1,0,41401,6,4
2,4,266,2,3,2,2,3,1,2,1,1,0,41326,1,3
1,22,119,1,1,2,1,1,1,2,1,1,0,41326,4,2
2,8,299,2,3,1,2,2,2,2,1,1,150,41326,5,4
2,24,254,3,1,2,1,1,1,1,1,5,0,41401,5,3
2,2,266,2,1,1,1,2,1,2,1,1,0,41326,6,2
1,1,307,2,2,2,1,1,1,2,1,1,350,41336,5,3
2,6,265,1,1,2,2,3,3,3,1,1,0,41326,2,1
1,8,141,3,1,2,1,1,1,2,1,2,0,41401,7,3
1,1,307,3,2,2,2,2,2,2,1,8,0,41326,1,4
1,2,117,2,1,2,1,2,1,2,1,1,0,41326,1,1
1,3,307,2,2,2,1,2,1,2,1,1,80,41326,1,2
1,30,179,2,5,2,1,1,1,2,1,1,0,41401,2,1
2,5,265,2,1,2,1,3,3,2,1,1,0,41326,1,4
1,11,307,1,1,2,1,1,3,2,1,1,0,41326,4,2
1,3,307,2,1,2,1,3,3,3,1,1,0,41327,17,4
2,1,266,2,1,2,1,2,2,2,1,1,0,41326,3,1
2,2,306,1,1,1,1,2,1,2,1,1,0,41401,1,1
2,2,265,3,4,2,2,2,1,2,1,6,0,41401,5,4
1,12,307,2,2,2,1,1,1,1,1,1,250,41326,4,4
1,1,307,3,2,2,1,3,3,3,1,3,100,41327,3,3
1,36,307,1,1,2,2,1,1,2,1,1,0,41401,1,4
1,2,307,2,1,2,2,2,1,2,1,3,0,41326,3,4
1,2,307,1,6,1,1,1,1,2,1,1,0,41330,6,3
1,3,239,1,2,2,1,3,3,2,1,1,0,41326,1,3
2,5,266,2,1,2,1,2,1,2,1,1,0,41326,6,3
2,2,265,1,4,3,2,2,1,3,1,1,40,41326,4,2
1,9,307,1,1,2,1,1,1,1,1,1,0,41326,2,4
2,48,242,1,1,3,1,1,1,1,1,1,20,41326,4,1
1,2,307,2,7,2,2,1,1,2,1,1,0,41326,1,4
1,5,141,2,1,2,1,1,1,2,1,1,0,41401,2,2
2,5,266,2,1,1,1,2,2,2,1,1,0,41326,5,2
1,12,307,1,2,2,1,2,2,2,1,1,0,41326,5,4
1,4,141,1,5,3,2,1,1,1,1,1,0,41326,4,3
1,36,307,1,5,2,2,1,1,1,1,5,0,41326,1,4
2,1,266,2,1,1,1,2,1,2,1,1,0,41326,2,2
1,2,307,2,1,2,1,3,3,2,1,1,0,41326,2,2
2,3,266,1,4,1,1,3,3,3,1,1,0,41401,2,1
2,1,266,2,2,2,1,3,3,2,1,1,0,41326,3,3
2,2,266,1,1,1,1,2,2,2,2,1,0,41326,3,3
2,1,266,3,1,2,1,2,2,2,1,3,0,41326,1,4
1,2,307,2,1,2,2,3,3,3,1,1,0,41326,7,1
1,3,218,2,3,2,2,3,3,3,1,1,0,41326,1,3
1,9,78,1,1,3,2,1,1,2,1,1,0,41326,7,1
2,4,266,2,7,2,1,2,2,1,1,1,100,41401,5,4
1,2,307,3,2,1,1,2,2,2,1,9,0,41401,1,2
2,1,266,1,1,2,1,2,2,2,1,1,0,41326,7,2
1,3,307,1,5,2,1,3,1,2,1,1,0,41401,9,3
1,3,307,2,6,2,1,1,1,1,1,1,0,41326,5,4
2,2,265,2,1,1,2,2,1,2,1,1,0,41401,1,3
1,84,119,1,1,3,2,1,1,2,1,1,0,41401,1,1
2,4,266,2,1,2,1,2,1,2,1,1,30,41326,1,1
2,5,266,1,4,1,1,1,1,3,1,1,0,41401,5,1
1,15,307,1,2,2,1,1,1,1,1,1,0,41326,1,3
1,6,205,3,6,1,3,2,2,2,1,2,0,41327,1,1
1,60,103,2,1,2,3,1,1,1,1,1,0,41336,3,2
1,10,307,2,1,2,1,2,2,2,1,1,0,41326,3,4
1,6,307,2,1,1,1,1,1,2,1,1,0,41326,2,4
1,2,307,3,1,2,2,2,1,1,1,6,0,41324,11,4
1,36,109,1,3,2,2,2,1,1,1,1,0,41326,2,2
2,2,266,2,3,2,1,2,2,2,1,1,0,41326,3,3
2,12,265,2,1,2,2,1,1,1,1,1,0,41326,1,3
2,24,265,3,1,1,2,2,2,2,1,6,0,41401,5,2
1,72,205,2,2,2,2,3,3,2,1,1,0,41401,7,2
1,24,179,2,5,1,2,3,1,1,1,1,300,41326,2,3
1,4,307,2,1,2,1,1,1,2,1,1,0,41326,4,2
1,64,109,1,2,3,2,1,1,2,1,1,0,41326,2,2
1,2,307,2,2,1,1,2,2,2,1,1,0,41327,3,4
1,12,307,3,1,2,2,3,3,3,1,4,0,41401,1,4
1,60,26,1,2,3,1,3,3,2,2,1,0,41326,3,2
1,2,307,1,2,2,1,2,1,2,1,1,0,41401,4,2
1,10,307,1,3,2,2,2,2,2,1,1,0,41326,5,4
1,12,141,1,5,3,1,3,3,2,1,1,0,41326,2,1
2,4,299,2,6,1,2,2,2,2,1,1,0,41326,5,1
2,4,265,1,2,2,2,2,1,3,1,1,0,41401,14,2
1,3,307,2,2,2,2,1,1,3,1,1,0,41324,2,4
1,108,205,2,2,1,2,3,1,3,2,1,0,41326,2,3
1,1,307,2,1,2,1,2,2,2,1,2,0,41327,2,3
2,3,266,1,2,2,1,1,1,2,1,1,0,41326,6,1
2,3,299,1,3,1,2,2,1,2,1,1,0,41330,3,2
2,3,247,1,3,2,1,2,2,2,1,1,0,41326,3,0
1,3,307,2,2,4,1,1,1,2,1,6,0,41326,11,2
2,24,266,2,1,2,1,1,1,2,1,1,0,41326,2,4
2,6,266,1,7,2,1,1,1,2,1,1,0,41326,1,1
2,4,266,1,2,2,1,2,2,2,1,1,0,41401,5,1
1,24,205,1,6,1,3,1,1,1,1,1,0,41401,2,2
2,4,254,2,1,2,2,2,1,2,1,1,50,41401,3,1
1,1,307,3,1,2,1,2,2,1,1,9,0,41330,18,2
2,2,266,2,1,2,1,1,1,2,1,1,0,41401,12,3
1,3,307,2,5,2,1,2,2,2,1,1,0,41326,5,2
1,36,179,2,5,1,1,1,1,1,1,1,0,41401,2,2
1,1,307,2,5,2,1,2,1,2,1,5,0,41332,5,4
1,0,307,3,1,2,1,2,2,2,1,5,0,41327,8,3
1,72,307,1,3,2,2,3,3,3,1,1,0,41326,2,4
1,9,307,2,2,1,1,2,2,2,1,2,0,41330,0,4
1,8,307,2,7,2,1,1,1,1,1,1,0,41326,1,2
2,5,266,2,3,1,1,2,2,2,1,1,0,41401,1,4
1,3,307,2,1,1,1,1,1,2,1,1,0,41326,6,4
2,8,244,2,1,2,1,2,2,1,1,1,0,41326,6,3
2,36,266,2,2,2,1,1,1,1,1,1,100,41401,3,4
1,1,307,2,1,3,1,1,1,2,1,1,0,41326,1,4
1,30,307,2,1,2,1,1,1,1,1,1,80,41326,1,4
2,4,266,2,1,1,1,1,1,2,1,1,0,41327,5,3
2,2,303,2,1,1,1,2,1,2,1,1,0,41326,10,1
1,1,307,2,2,2,2,2,1,2,1,1,0,41326,4,1
2,6,266,3,4,2,2,3,3,1,1,3,0,41336,3,4
2,1,265,1,1,1,2,2,2,2,1,1,0,41401,4,2
2,1,266,3,3,2,1,2,2,2,1,4,0,41401,7,2
1,1,307,3,1,1,1,2,2,2,1,5,0,41401,1,2
1,12,307,1,2,2,1,1,1,1,1,1,0,41401,1,4
2,2,266,2,5,1,1,2,1,2,1,1,0,41401,1,1
1,24,189,1,1,3,1,1,1,1,1,1,0,41326,3,2
2,2,265,3,1,1,2,2,2,2,1,4,0,41401,5,2
1,24,195,1,6,1,2,3,3,1,1,1,0,41326,10,3
2,3,266,1,5,2,1,1,1,1,1,1,50,41401,12,3
2,3,265,3,1,2,2,2,2,2,1,2,0,41326,3,1
1,36,78,1,1,3,1,1,1,2,1,1,150,41326,1,1
2,2,265,2,6,1,2,2,2,1,1,1,0,41326,1,0
1,3,307,1,3,3,1,1,1,2,1,1,0,41326,4,0
2,8,266,1,1,2,1,1,1,2,1,1,0,41326,1,3
1,2,218,2,1,2,2,2,2,2,1,2,0,41326,9,3
2,7,265,2,1,2,2,1,1,2,1,1,0,41326,3,3
2,4,266,3,1,2,1,2,1,2,1,3,0,41401,3,4
2,4,264,1,2,1,3,1,1,2,1,1,0,41401,1,0
2,5,266,3,4,1,1,2,2,2,1,4,0,41401,1,4
2,12,264,2,1,2,2,1,1,2,1,1,150,41326,2,2
1,1,307,2,2,1,1,2,2,3,1,3,0,41336,2,3
1,1,307,2,2,1,1,2,1,2,1,1,30,41401,7,2
1,48,76,1,1,2,1,1,1,1,2,1,0,41326,4,4
1,2,307,2,1,1,1,1,1,3,1,1,0,41326,1,2
2,1,280,2,6,1,2,3,3,3,2,1,1,41326,3,1
1,10,60,1,2,1,1,1,1,1,1,1,500,41401,9,3
1,7,307,2,1,2,1,1,1,1,1,1,0,41326,3,4
2,3,266,1,1,2,1,1,1,2,1,1,15,41326,1,2
2,30,299,1,3,2,1,1,1,1,1,1,0,41401,2,3
1,2,307,2,1,2,2,2,2,2,1,1,0,41326,1,3
2,1,303,2,1,2,1,2,2,2,1,1,0,41326,5,3
1,2,307,1,6,2,2,2,1,2,1,1,0,41327,2,2
1,1,307,1,1,2,1,3,3,2,1,1,0,41326,2,3
1,3,152,2,1,1,1,2,2,2,1,1,100,41326,2,1
1,1,307,3,2,1,1,2,2,2,1,5,1,41336,5,2
2,0,266,1,3,1,1,2,2,2,1,1,20,41326,5,1
1,1,307,2,7,1,1,2,2,2,1,1,0,41326,1,1
2,1,266,2,6,1,2,2,2,3,2,1,0,41326,1,2
2,48,283,2,1,2,1,1,1,1,1,1,0,41401,1,4
2,1,264,1,1,3,2,2,2,2,1,1,0,41326,5,3
2,12,266,3,2,2,1,2,1,1,1,2,0,41336,5,4
2,4,266,1,3,2,1,1,1,1,1,1,100,41326,2,2
1,1,307,1,1,3,2,1,1,2,1,1,0,41326,4,2
2,3,266,1,4,1,1,1,1,1,1,1,0,41401,7,3
1,9,307,1,1,2,1,1,1,1,1,1,0,41401,5,4
1,4,307,2,2,2,2,2,2,2,1,1,0,41326,3,4
1,24,152,1,1,2,1,1,1,1,2,1,160,41401,6,3
1,87,205,2,2,1,3,3,3,3,2,1,0,41325,1,1
2,2,265,3,1,2,2,2,1,2,1,3,0,41332,8,2
1,1,307,2,1,2,2,2,2,2,1,1,0,41327,1,4
2,2,266,3,1,2,2,2,2,2,1,4,0,41326,7,1
2,4,299,3,1,2,2,2,2,2,1,3,0,41401,11,4
1,3,218,1,2,2,1,2,2,2,1,1,0,41326,2,2
2,1,266,1,1,2,1,2,2,2,1,1,0,41326,1,1
1,1,307,3,1,2,1,2,1,2,1,3,0,41326,28,3
2,6,265,2,6,2,1,3,3,3,1,1,0,41401,3,3
2,4,266,1,2,2,1,2,2,2,1,2,0,41401,5,2
1,1,307,1,2,2,2,2,2,2,1,1,0,41327,3,2
2,3,265,2,4,2,1,3,3,2,1,1,0,41401,1,4
2,3,285,1,3,1,2,1,1,2,1,1,200,41401,4,1
1,4,307,2,2,2,1,1,3,2,1,1,0,41326,1,2
1,48,152,2,1,1,1,1,1,3,1,1,0,41326,5,3
1,2,307,2,2,2,1,3,3,3,1,3,0,41327,1,4
2,1,299,2,3,1,1,2,2,2,1,1,0,41326,9,1
1,1,307,2,2,2,1,2,1,2,1,1,0,41326,1,3
1,15,307,2,1,2,1,1,1,1,1,1,0,41326,1,4
2,7,266,1,1,2,1,2,2,2,2,1,0,41401,5,2
1,8,307,2,1,2,1,2,2,2,1,1,0,41401,4,4
1,108,207,2,1,1,3,1,1,1,1,1,0,41326,2,3
1,2,307,3,1,2,2,2,1,3,1,2,0,41401,5,4
1,1,39,2,1,2,2,2,2,2,1,1,200,41335,8,2
1,2,307,2,1,2,1,2,2,2,1,1,0,41326,6,4
2,1,254,2,1,1,2,2,2,2,1,2,0,41326,2,0
1,2,307,3,1,1,2,2,2,2,1,12,0,41326,5,4
1,2,307,1,1,2,2,1,1,2,1,1,0,41326,2,1
2,4,265,2,1,2,2,2,1,1,1,1,0,41326,3,1
1,1,307,1,1,2,1,2,2,2,1,1,0,41326,1,1
2,8,292,2,2,2,2,3,1,2,1,1,0,41401,1,4
1,3,307,1,1,2,1,2,2,2,1,1,10,41325,1,2
2,17,265,2,7,2,2,1,1,2,1,2,0,41326,4,4
2,30,266,2,5,2,2,1,1,1,1,1,1,41326,1,2
2,1,266,2,1,2,1,2,2,2,1,2,0,41327,3,3
1,2,307,2,1,2,1,2,1,2,1,1,0,41330,1,2
2,3,277,3,1,2,1,2,2,2,1,4,0,41326,4,1
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,4,3
2,1,266,3,1,1,1,2,2,2,1,3,0,41401,3,4
1,4,307,1,1,2,1,3,3,3,1,1,0,41401,2,2
2,1,285,1,7,1,2,2,2,2,1,1,108,41336,2,1
2,8,266,2,5,2,1,2,2,2,1,2,0,41401,6,3
2,2,266,3,2,1,2,2,2,2,1,3,0,41326,1,2
2,1,265,3,1,1,2,2,2,2,1,2,0,41336,2,1
1,2,307,1,2,2,2,3,3,2,1,1,0,41326,4,0
1,12,307,2,2,2,1,3,3,3,1,1,0,41326,1,4
2,2,292,1,1,1,2,2,2,2,1,1,0,41326,1,3
2,1,266,3,4,1,1,2,2,2,1,5,0,41326,1,1
1,1,307,2,1,2,1,2,2,2,1,6,0,41326,5,4
2,2,266,1,2,1,1,2,2,2,1,2,0,41326,5,2
2,2,306,2,1,1,1,2,1,2,1,1,0,41401,2,1
1,72,20,2,2,2,2,1,1,3,1,1,0,41401,0,3
2,3,265,1,4,1,2,2,2,1,1,1,0,41401,5,3
2,9,247,1,6,2,2,2,1,2,1,1,0,41401,2,2
1,6,179,1,2,2,2,1,1,2,2,1,0,41330,2,2
2,3,265,2,1,2,2,2,1,2,1,2,0,41327,4,3
2,2,266,2,3,1,1,3,3,3,1,1,0,41401,5,4
1,2,307,1,1,2,2,1,1,2,1,1,50,41326,1,4
1,2,307,3,1,2,1,1,1,3,1,4,0,41327,1,4
2,6,266,2,1,1,1,1,1,1,1,1,0,41401,4,2
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,7,4
1,3,202,2,5,2,1,2,1,2,1,1,0,41326,4,3
1,3,78,2,1,2,1,1,1,1,1,1,0,41326,1,3
2,30,265,2,5,2,2,1,1,1,1,1,1,41326,1,2
1,2,218,2,1,2,2,2,1,2,1,1,0,41326,3,3
1,12,199,1,2,2,2,1,1,1,1,1,0,41326,10,3
1,24,109,2,3,2,1,1,1,1,1,1,0,41326,3,1
1,2,307,1,2,1,1,1,1,1,2,1,0,41324,5,4
2,2,266,3,4,1,1,2,2,2,1,2,0,41401,7,3
2,10,285,1,1,3,3,3,1,2,1,1,0,41401,5,4
1,2,307,1,1,2,2,2,2,2,1,1,0,41326,4,2
2,3,265,2,2,1,2,2,2,2,1,1,0,41401,3,2
2,7,249,3,1,2,1,2,2,2,1,5,0,41326,4,4
1,3,307,1,2,2,1,3,3,2,1,2,0,41326,1,1
1,2,307,2,2,2,1,2,2,2,1,1,20,41327,1,3
2,1,266,2,3,2,1,2,2,2,1,1,0,41325,3,3
2,4,265,2,1,1,2,1,1,2,1,1,0,41401,2,4
2,12,266,2,1,2,1,2,2,2,1,1,0,41401,1,4
2,6,266,1,3,2,1,2,1,2,1,1,30,41326,1,3
2,1,285,2,1,3,3,2,1,2,1,1,100,41401,5,2
1,3,307,2,7,3,1,2,2,2,1,1,0,41327,3,3
2,2,266,2,7,2,1,1,1,2,1,1,30,41326,1,3
1,4,307,2,2,2,1,1,1,2,1,1,0,41326,1,1
1,9,307,1,2,2,1,2,1,2,1,1,0,41326,2,2
2,11,266,2,4,2,1,1,1,1,1,1,0,41326,4,4
1,2,218,2,1,2,1,1,1,2,1,1,0,41401,5,3
2,4,265,2,1,2,2,2,2,2,1,1,0,41401,2,1
2,4,266,1,2,1,1,2,2,2,1,1,30,41401,3,3
2,2,266,1,1,1,1,2,1,2,1,1,0,41336,5,3
2,4,266,2,5,2,1,1,1,1,1,1,0,41326,1,2
1,1,307,2,1,2,2,1,1,2,1,1,0,41326,5,2
1,2,307,1,7,2,1,2,2,2,1,1,20,41327,1,3
1,48,307,2,2,2,1,1,1,1,1,1,0,41326,10,4
1,2,307,1,1,2,2,1,1,2,1,1,0,41326,5,1
1,8,307,2,1,2,1,1,1,1,1,1,0,41326,3,2
1,1,307,1,2,2,2,1,1,2,1,1,0,41326,3,1
1,3,103,2,1,2,2,1,1,2,1,1,0,41326,9,2
1,10,65,2,5,3,2,1,1,1,1,1,5,41401,0,1
2,3,265,1,3,2,2,1,1,3,1,1,0,41326,3,4
2,24,266,2,7,2,2,1,1,1,1,1,0,41326,0,4
1,64,205,2,2,2,2,3,3,3,1,1,250,41326,0,2
2,7,266,2,6,2,1,1,1,1,1,1,0,41326,9,4
1,1,307,2,1,2,1,1,1,2,1,1,0,41326,7,3
2,2,266,3,1,2,1,2,2,2,1,2,0,41326,1,1
2,3,266,2,6,2,1,2,2,2,1,1,0,41326,6,0
1,2,307,2,1,2,2,1,1,2,1,1,0,41326,7,1
1,3,307,1,2,2,1,2,2,2,1,1,0,41401,3,1
1,2,307,2,2,2,1,2,2,3,1,5,0,41332,5,4
1,2,307,2,6,2,1,2,2,2,1,1,0,41401,2,2
1,36,307,2,1,2,1,1,1,1,1,1,0,41326,10,4
2,11,260,1,1,3,2,3,1,2,1,1,0,41326,5,4
2,1,265,2,5,1,2,2,2,2,1,1,0,41326,3,0
1,2,307,1,2,2,2,1,1,2,1,1,0,41326,2,4
1,36,307,2,3,2,1,1,1,2,1,1,50,41401,1,4
2,8,266,2,6,2,1,1,1,1,1,1,50,41401,1,2
1,36,307,2,2,3,2,1,1,1,1,1,0,41326,10,4
1,3,173,1,2,2,1,1,1,2,1,1,0,41336,1,0
1,84,128,2,2,1,1,1,1,1,1,1,0,41326,4,3
2,3,299,2,1,1,1,2,1,2,1,1,0,41336,1,4
2,16,289,1,6,2,1,2,1,2,1,1,200,41401,2,2
2,5,266,3,2,1,2,1,1,2,1,3,120,41326,9,4
1,1,307,2,1,2,1,2,2,2,1,1,20,41327,1,2
1,1,307,2,2,2,2,1,1,2,1,1,0,41401,9,2
2,24,282,3,1,2,2,2,2,3,1,20,100,41326,1,4
2,4,265,1,1,2,2,1,1,2,1,1,0,41401,4,1
2,72,266,2,4,2,1,1,1,1,1,1,0,41401,8,2
2,2,266,1,2,2,2,1,1,2,1,1,0,41326,0,4
1,53,147,1,7,1,3,1,1,1,1,1,100,41326,4,1
1,5,109,1,3,1,3,1,1,1,1,1,0,41326,1,2
2,3,254,2,1,2,2,1,1,2,1,1,0,41326,2,2
1,15,205,1,1,1,1,1,1,2,1,1,0,41324,1,4
1,1,307,2,5,2,1,1,1,2,1,1,0,41326,4,1
1,2,307,1,1,2,2,1,1,2,1,1,0,41326,5,1
2,4,266,1,2,2,1,2,1,2,1,1,150,41326,3,1
2,3,299,2,1,1,1,2,1,2,1,1,0,41401,5,2
2,3,265,2,1,2,2,2,1,3,1,1,0,41326,1,1
2,3,266,1,1,2,1,2,1,2,1,1,50,41401,7,1
1,4,141,2,5,3,2,1,1,2,1,1,0,41415,1,2
1,13,307,2,2,2,1,1,1,1,1,1,0,41401,6,0
1,3,307,3,1,2,1,2,2,2,1,5,0,41327,1,3
1,18,307,1,5,2,1,1,1,2,1,1,0,41330,2,4
1,2,78,2,1,2,1,1,1,2,1,1,0,41326,3,3
2,3,266,2,4,2,1,1,1,2,1,1,0,41326,3,3
1,2,307,3,1,2,1,1,1,2,1,4,0,41326,6,2
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,2,4
1,6,307,2,1,1,2,3,3,3,1,1,0,41401,5,2
2,3,265,1,2,1,2,1,1,3,1,1,0,41401,1,0
2,8,266,1,2,2,1,3,3,3,1,2,0,41326,1,1
2,2,292,1,2,1,1,2,2,2,1,1,0,41401,3,0
2,3,299,2,1,2,1,2,2,2,1,2,0,41401,7,1
2,18,285,1,7,3,3,1,1,1,1,1,400,41326,1,3
1,4,307,2,7,2,1,1,1,2,1,1,0,41326,12,3
2,0,266,3,1,2,1,2,2,2,1,2,0,41326,28,3
2,36,285,1,3,2,2,3,3,3,1,1,0,41401,4,1
1,1,307,2,3,2,2,2,2,2,1,1,0,41326,3,2
2,10,266,2,1,2,2,2,2,3,1,2,0,41401,2,4
2,3,276,2,1,2,3,2,2,2,1,1,100,41326,1,2
2,4,266,1,3,2,1,2,2,2,1,1,0,41326,5,3
1,1,307,2,2,2,1,2,2,2,1,1,0,41332,6,2
2,12,266,2,1,2,1,1,1,1,1,1,0,41326,3,4
1,2,307,2,1,2,2,2,2,2,1,1,0,41326,1,1
1,12,307,1,5,2,2,1,1,3,1,1,0,41326,2,4
1,1,213,1,1,2,2,2,2,2,1,1,0,41401,11,2
1,49,205,2,6,1,2,1,1,1,1,1,0,41401,1,4
1,36,128,1,2,1,1,1,1,1,1,1,350,41336,8,3
2,2,266,3,2,2,1,2,2,2,1,3,0,41326,3,4
1,1,307,2,1,2,1,3,1,2,1,1,0,41326,3,4
1,12,109,1,3,3,3,1,1,3,1,1,0,41336,1,1
1,3,307,2,1,2,1,2,2,2,1,1,0,41326,13,3
1,18,307,2,5,2,2,1,1,1,1,1,0,41330,10,1
2,5,299,2,1,2,1,2,1,2,2,3,0,41401,5,3
1,24,307,2,2,2,1,1,1,1,1,1,0,41401,3,4
1,2,307,3,2,2,1,2,2,2,1,4,0,41326,5,4
1,2,239,2,1,2,1,3,3,2,1,1,0,41326,3,2
2,0,266,2,1,1,1,2,2,2,1,1,0,41326,3,4
2,3,266,1,1,2,1,2,1,2,1,1,0,41326,5,2
2,2,266,2,3,2,2,1,1,2,1,1,0,41326,7,2
2,2,266,3,1,2,1,2,2,2,1,2,0,41326,3,3
1,12,307,2,5,2,2,2,2,2,1,1,0,41330,1,3
2,18,306,1,1,2,1,2,1,1,1,1,0,41401,1,4
2,4,266,1,4,2,1,2,1,2,1,1,0,41326,6,2
2,0,243,3,3,2,1,2,2,2,1,4,10,41326,0,4
1,3,307,1,7,2,2,2,2,2,1,1,0,41401,1,2
1,12,307,2,1,2,1,1,1,1,1,1,0,41326,1,4
1,1,307,3,1,2,1,2,2,2,1,9,0,41326,28,3
2,2,265,2,4,2,2,2,2,2,1,1,0,41401,5,1
2,1,268,3,1,2,1,2,2,2,1,3,0,41326,1,1
2,2,265,1,1,1,2,2,2,3,1,1,0,41326,3,1
1,4,307,3,2,2,1,1,1,2,1,2,50,41326,3,4
1,36,307,2,2,2,1,3,2,2,1,2,50,41326,2,4
2,3,273,1,1,1,2,2,2,2,1,1,0,41327,3,1
1,2,307,3,2,2,2,2,2,2,1,3,0,41401,2,3
1,1,307,1,3,2,1,2,2,2,1,1,0,41326,1,1
2,6,243,1,2,1,2,2,2,1,1,1,0,41326,4,2
1,8,307,2,5,2,1,2,2,2,1,1,20,41327,1,4
1,120,307,1,1,3,3,3,3,3,2,1,0,41326,4,4
1,1,307,3,1,3,1,2,2,2,1,5,50,41326,30,2
1,9,307,2,3,1,2,1,1,1,1,1,0,41326,3,1
1,2,307,1,2,2,2,2,1,2,1,1,0,41401,5,1
2,5,266,1,1,2,1,1,1,1,1,1,0,41326,1,2
1,3,103,2,1,2,2,2,1,2,1,1,200,41326,2,2
1,2,307,2,1,2,2,1,1,2,1,2,0,41326,7,3
2,2,265,2,1,1,2,2,1,2,1,2,0,41326,4,0
2,7,299,3,1,2,2,1,1,1,1,2,0,41326,2,4
2,1,266,1,1,1,2,2,2,2,1,1,0,41326,4,2
2,4,292,1,5,2,2,2,1,2,1,1,50,41330,2,2
2,1,265,3,1,1,3,2,2,2,1,2,0,41336,1,2
1,3,141,1,2,2,1,3,3,3,1,1,0,41327,2,3
1,3,307,1,1,3,1,2,1,2,1,1,0,41326,18,2
1,1,307,2,1,1,2,1,1,2,1,1,0,41330,5,3
1,3,307,2,2,2,1,2,2,2,1,1,0,41326,5,4
1,5,307,2,4,2,1,1,1,3,1,1,0,41401,5,2
1,1,307,3,1,2,1,2,2,2,1,7,0,41326,2,2
1,2,307,2,1,2,1,2,1,2,1,1,0,41326,3,2
2,2,266,2,6,2,1,1,1,1,1,1,0,41401,5,1
1,2,307,2,1,2,1,2,2,2,1,1,0,41326,2,4
1,2,307,3,1,2,2,3,3,2,1,3,0,41401,2,2
1,3,307,2,5,2,3,2,1,2,1,1,200,41336,11,1
2,12,266,2,4,2,1,1,1,1,1,1,0,41401,1,0
2,2,266,3,4,1,1,1,1,2,1,4,0,41401,1,4
2,3,266,3,1,1,1,1,1,3,1,3,0,41401,5,4
2,1,266,1,6,2,1,1,1,2,1,2,0,41326,1,2
1,16,307,3,2,2,1,3,3,3,1,5,0,41327,5,4
1,24,307,1,2,2,2,3,3,3,1,1,0,41330,5,4
2,1,266,1,1,1,2,2,2,2,1,1,0,41326,5,2
2,1,266,2,1,2,1,2,1,2,1,1,0,41326,7,3
2,18,265,1,7,2,2,2,2,2,1,1,100,41325,3,4
2,4,266,2,1,1,1,1,1,1,1,1,0,41401,1,1
1,2,307,2,2,2,2,2,1,2,1,1,0,41326,1,4
1,2,218,2,1,2,1,2,1,2,1,1,0,41326,1,3
1,18,173,2,1,2,1,3,1,1,1,1,200,41401,2,4
2,4,306,1,1,1,1,3,1,2,1,1,0,41401,5,1
2,2,266,1,1,1,1,2,2,2,1,1,0,41327,5,1
2,3,266,1,3,2,1,2,1,2,1,1,0,41326,1,2
2,2,265,2,1,2,2,2,2,2,1,1,60,41336,8,3
1,16,307,3,2,2,1,3,3,3,1,5,0,41327,0,4
1,1,307,2,1,1,1,2,2,2,1,1,0,41326,1,2
1,1,307,2,1,2,2,2,1,2,1,1,0,41401,4,2
2,3,266,3,2,2,1,1,1,3,1,5,1,41327,4,4
1,7,307,2,1,1,1,1,1,1,1,1,0,41401,25,4
1,2,307,1,1,2,1,2,2,2,1,1,80,41326,9,3
2,17,265,1,1,3,2,1,1,1,1,1,200,41332,3,1
1,3,307,2,1,2,1,2,2,2,1,1,0,41326,2,4
2,4,266,2,5,2,1,3,3,2,1,1,50,41326,1,4
2,3,266,1,2,1,1,2,1,2,1,1,0,41330,2,2
2,0,265,3,1,1,2,2,2,2,1,3,0,41326,2,1
1,1,307,1,2,2,1,2,2,2,1,1,20,41326,5,2
2,24,265,2,6,2,2,2,1,2,1,1,0,41326,4,3
2,18,266,2,1,2,2,1,1,1,1,1,0,41401,0,2
1,28,307,1,1,3,2,3,3,3,1,1,0,41327,2,4
1,2,307,1,1,2,1,2,2,2,1,1,0,41326,7,3
1,1,307,2,5,2,1,2,2,2,1,1,0,41326,1,2
1,24,207,2,1,1,2,1,1,1,1,1,0,41326,2,3
2,12,265,2,1,2,2,1,1,1,1,2,0,41401,4,4
1,1,307,1,1,3,2,1,1,2,1,1,0,41326,3,2
2,15,266,2,1,1,1,1,1,1,1,1,0,41326,1,4
2,24,296,1,2,2,2,3,1,2,1,1,0,41324,5,4
2,2,266,2,1,1,1,1,1,2,1,2,0,41326,0,3
1,2,307,2,1,2,2,2,2,2,1,1,0,41401,6,2
1,0,218,2,1,2,2,1,1,2,1,1,0,41401,2,3
1,3,307,1,2,2,2,1,1,2,1,1,200,41326,2,1
1,72,20,1,2,2,1,1,1,1,1,1,0,41326,2,3
1,32,179,1,5,1,2,1,1,2,1,1,200,41326,5,2
1,5,307,2,2,2,1,1,1,1,1,1,0,41336,4,4
1,10,307,2,2,2,1,1,1,1,1,1,0,41326,8,4
2,1,265,2,1,2,2,2,2,2,1,1,0,41336,3,2
1,3,307,3,2,2,1,1,1,2,1,6,0,41326,3,2
1,7,307,2,2,1,1,1,1,1,1,3,100,41401,4,4
